ProductFamily,Product,Demand_2022_1,Demand_2022_2,Demand_2022_3,Demand_2022_4,Demand_2022_5,Demand_2022_6,Demand_2022_7,Demand_2022_8,Demand_2022_9,Demand_2022_10,Demand_2022_11,Demand_2022_12,Demand_2023_1,Demand_2023_2,Demand_2023_3,Demand_2023_4,Demand_2023_5,Demand_2023_6,Demand_2023_7,Demand_2023_8,Demand_2023_9,Demand_2023_10,Demand_2023_11,Demand_2023_12,
HV,HV02506,69,87,58,46,96,8,76,91,66,13,96,15,68,47,9,78,75,13,46,100,63,82,16,83,
HV,HV02507,1,71,22,17,14,69,20,8,89,15,15,51,87,41,66,81,8,74,92,74,77,23,64,36,
HV,HV02508,32,43,86,60,4,68,95,47,32,23,67,88,58,17,86,17,24,74,37,49,95,42,60,35,
HV,HV02509,70,28,9,21,67,70,28,86,98,88,52,22,36,89,28,30,19,28,53,89,37,12,56,46,
HV,HV02510,70,89,96,55,55,2,75,56,91,56,99,86,71,39,8,89,4,18,95,59,17,42,49,33,
HV,HV02511,56,4,0,28,96,22,85,4,87,13,36,52,45,0,87,5,14,23,64,87,96,49,76,0,
HV,HV02512,0,5,61,6,2,15,76,83,52,98,34,7,63,69,67,53,22,98,84,40,12,78,38,79,
HV,HV02513,5,87,47,43,65,60,77,40,93,53,15,50,24,53,46,10,69,45,64,86,49,52,25,50,
HV,HV02514,85,54,45,6,25,54,4,64,11,39,42,92,24,31,37,11,20,0,33,46,45,33,36,25,
HV,HV02515,23,16,39,52,72,70,57,88,78,31,97,55,87,6,10,64,49,82,3,18,50,4,99,42,
HV,HV02516,70,48,20,14,94,41,30,67,22,7,77,71,41,2,13,17,43,77,91,61,28,38,56,100,
HV,HV02517,60,24,79,88,91,16,66,24,1,35,77,20,93,17,81,52,66,62,64,49,88,61,78,40,
HV,HV02518,20,38,49,45,51,52,44,95,2,27,100,74,30,63,44,58,29,80,62,97,94,41,25,96,
HV,HV02519,6,60,4,43,49,54,13,24,25,65,93,61,51,97,53,68,61,82,71,74,5,41,35,80,
HV,HV02520,23,52,59,87,75,48,25,3,23,47,71,39,84,32,45,25,26,90,10,14,11,32,9,43,
HV,HV02521,39,38,50,25,97,33,50,66,40,83,61,1,1,91,50,60,29,45,39,40,0,51,17,43,
HV,HV02522,15,97,31,32,50,77,70,9,48,12,84,6,90,16,6,1,87,99,2,7,12,83,11,60,
HV,HV02523,49,56,85,12,20,87,98,28,47,26,47,8,17,38,25,55,62,13,20,48,2,67,32,37,
HV,HV02524,13,52,81,68,32,21,26,31,40,63,57,87,36,53,33,86,20,34,50,32,7,75,58,31,
HV,HV02525,22,40,12,41,38,36,26,0,77,89,32,69,83,8,84,64,28,50,5,26,76,73,9,3,
HV,HV02526,27,33,60,7,59,19,58,93,85,82,27,32,62,12,34,63,0,72,62,5,84,57,21,82,
HV,HV02527,3,100,27,52,65,36,10,88,3,22,45,95,88,9,44,42,7,33,69,69,89,13,79,64,
HV,HV02528,67,69,65,33,4,11,1,26,1,70,10,65,41,85,96,32,87,64,58,86,25,69,88,97,
HV,HV02529,79,71,10,92,44,89,70,21,86,62,33,37,85,97,4,82,75,18,87,78,77,74,38,19,
HV,HV02530,58,82,46,73,97,49,41,90,26,10,75,90,73,76,4,94,32,78,0,86,41,42,4,16,
HV,HV02531,69,90,62,50,96,26,39,66,67,10,26,25,21,13,0,31,89,20,51,25,3,73,9,100,
HV,HV02532,82,65,53,34,77,36,21,92,56,86,33,18,24,28,34,85,20,10,79,61,82,73,53,24,
HV,HV02533,37,16,11,33,25,76,66,36,83,48,42,25,10,80,19,67,59,57,41,55,43,23,55,15,
HV,HV02534,4,67,11,70,47,69,66,62,98,73,27,36,33,3,94,92,64,87,2,13,5,4,62,54,
HV,HV02535,92,59,85,69,17,18,87,85,55,40,78,3,16,95,77,87,63,66,17,95,4,15,74,100,
HV,HV02536,92,76,82,50,67,38,43,67,59,25,49,20,63,82,5,92,90,2,29,13,71,34,25,27,
HV,HV02537,81,74,87,80,92,6,30,35,64,2,21,11,90,26,26,71,72,62,26,64,92,75,72,71,
HV,HV02538,33,14,22,1,84,34,6,56,65,12,43,10,93,30,74,46,35,35,54,100,83,3,28,86,
HV,HV02539,66,3,82,45,82,38,43,77,91,10,79,91,47,46,23,49,98,34,4,75,13,27,77,13,
HV,HV02540,33,15,63,10,41,100,44,5,59,45,77,68,10,26,8,51,44,46,37,98,91,73,85,20,
HV,HV02541,6,90,55,56,78,96,91,98,26,88,100,23,96,8,97,0,3,54,60,70,12,24,1,81,
HV,HV02542,83,30,84,68,48,92,55,22,8,51,96,67,27,79,90,43,11,24,12,96,25,30,62,78,
HV,HV02543,7,47,63,55,59,27,43,53,87,68,10,4,69,66,64,52,23,15,41,67,96,70,39,93,
HV,HV02544,24,21,27,21,52,5,4,71,52,92,17,42,88,46,81,24,58,5,83,77,21,46,19,87,
HV,HV02545,0,75,34,39,34,78,43,33,34,37,16,35,30,61,5,20,95,23,87,97,91,43,88,95,
HV,HV02546,54,48,84,21,71,95,35,95,76,0,62,26,35,66,16,84,32,32,20,76,50,69,8,45,
HV,HV02547,53,49,10,94,57,83,78,58,29,51,52,95,24,90,41,21,93,76,20,64,60,88,24,15,
HV,HV02548,64,55,83,15,88,43,58,52,52,18,56,42,0,26,1,62,12,18,78,44,72,8,95,86,
HV,HV02549,33,80,6,93,4,44,44,13,92,20,56,81,10,57,61,3,21,96,46,66,45,30,34,91,
HV,HV02550,55,77,31,37,21,33,17,51,14,4,58,0,72,91,30,92,18,11,21,9,86,62,40,65,
HV,HV02551,27,5,2,70,19,96,79,23,31,88,54,96,0,90,1,67,98,51,97,80,61,12,19,5,
HV,HV02552,56,56,17,51,14,93,28,9,100,67,23,76,36,70,36,99,66,66,8,63,82,4,97,51,
HV,HV02553,0,92,0,73,48,90,0,75,2,57,4,37,41,100,82,22,73,87,95,58,95,0,70,18,
HV,HV02554,97,19,2,69,27,83,58,14,9,23,27,65,10,63,72,34,65,2,89,33,54,14,74,99,
HV,HV02555,27,69,29,18,30,31,38,73,50,10,33,48,86,95,89,33,97,59,90,83,19,30,18,25,
HV,HV02556,63,64,95,80,23,53,52,35,76,17,82,14,22,99,9,18,28,23,79,56,88,10,88,61,
HV,HV02557,71,3,18,33,26,81,76,21,61,17,15,59,18,61,50,2,75,31,29,5,97,11,9,52,
HV,HV02558,80,35,23,66,2,54,84,41,17,35,68,23,68,57,63,48,98,72,86,26,61,29,44,31,
HV,HV02559,19,16,7,95,68,92,62,25,84,39,69,64,37,3,96,79,83,1,0,56,22,39,80,56,
HV,HV02560,7,23,26,46,56,47,50,42,89,0,34,95,93,78,14,89,55,97,96,31,10,43,21,18,
HV,HV02561,61,34,64,24,72,51,70,81,35,2,21,35,21,44,20,98,29,97,97,59,73,28,53,85,
HV,HV02562,4,66,3,75,37,24,41,92,47,53,94,46,71,99,7,57,35,63,23,39,5,70,14,20,
HV,HV02563,5,50,93,100,35,7,82,30,72,49,72,62,57,59,75,54,72,29,52,87,56,15,79,56,
HV,HV02564,5,87,36,27,42,61,18,63,24,40,45,15,44,8,83,63,42,5,90,95,59,65,72,14,
HV,HV02565,94,21,0,35,42,22,0,76,62,67,64,50,69,78,82,28,29,70,91,52,92,79,50,23,
HV,HV02566,72,89,21,27,60,69,64,39,12,94,81,26,33,65,9,66,99,91,9,100,89,8,75,47,
HV,HV02567,100,22,49,4,58,62,60,57,2,99,46,83,58,86,82,71,65,75,30,73,89,86,95,27,
HV,HV02568,63,67,19,95,85,33,94,31,82,4,55,63,51,21,25,97,65,10,29,48,31,90,59,80,
HV,HV02569,86,33,85,7,49,35,91,88,29,71,63,71,40,32,3,54,39,62,79,72,9,65,78,84,
HV,HV02570,81,70,53,100,22,0,17,66,84,20,41,98,24,4,84,88,8,27,63,11,58,21,57,13,
HV,HV02571,24,53,21,77,52,96,35,57,23,21,71,36,14,79,18,42,97,24,94,17,36,89,49,73,
HV,HV02572,80,74,87,98,7,67,45,60,70,64,95,49,67,93,39,79,80,46,93,39,6,45,41,11,
HV,HV02573,3,6,5,82,55,27,50,92,55,77,6,79,27,16,72,39,28,39,56,26,22,54,11,15,
HV,HV02574,58,7,59,34,56,91,32,22,48,48,11,13,43,84,5,34,28,22,97,0,67,24,78,74,
HV,HV02575,36,70,70,64,4,44,57,13,17,100,34,43,53,90,32,41,26,100,44,42,31,15,7,13,
HV,HV02576,76,40,14,58,85,20,25,51,36,21,49,44,85,98,2,92,31,93,79,19,67,14,21,96,
HV,HV02577,81,11,80,79,64,19,74,83,59,62,13,94,64,77,71,16,67,10,4,57,82,58,7,29,
HV,HV02578,1,21,46,64,82,20,58,26,78,46,42,64,29,83,67,16,77,0,33,12,77,34,7,40,
HV,HV02579,23,8,3,92,48,37,86,14,61,7,51,45,75,99,50,15,54,69,64,88,97,23,91,48,
HV,HV02580,93,98,68,49,29,26,4,99,26,20,24,77,74,47,14,12,81,85,11,57,100,0,88,9,
HV,HV02581,49,79,24,2,27,58,26,59,15,1,44,86,16,55,99,99,23,84,22,51,57,39,81,27,
HV,HV02582,94,46,82,33,5,61,43,62,6,73,77,12,76,55,96,4,15,29,29,5,67,85,64,48,
HV,HV02583,36,4,0,35,57,57,82,41,87,82,48,0,30,7,89,66,43,38,81,43,71,17,85,22,
HV,HV02584,93,96,37,8,37,7,61,24,55,14,15,3,28,27,16,35,60,47,100,3,70,48,92,28,
HV,HV02585,37,20,93,82,6,99,69,76,57,3,1,83,57,99,70,20,67,57,71,15,91,68,48,56,
HV,HV02586,56,58,13,29,20,89,95,97,77,20,27,97,76,38,75,74,90,66,78,25,67,72,37,30,
HV,HV02587,5,16,80,87,67,57,7,36,39,82,14,100,9,82,59,58,11,27,74,83,52,68,70,46,
HV,HV02588,85,63,78,18,87,16,8,92,58,62,22,95,99,85,72,87,65,88,55,9,56,73,58,44,
HV,HV02589,100,9,53,94,10,7,41,23,13,54,68,50,59,61,64,41,51,58,72,57,85,55,24,14,
HV,HV02590,3,55,9,32,49,24,83,98,67,37,77,19,91,100,87,46,47,0,52,94,40,39,93,50,
HV,HV02591,36,87,63,75,65,27,83,60,5,14,55,11,48,19,62,41,36,70,29,86,62,7,99,60,
HV,HV02592,12,54,13,43,84,37,47,19,0,2,6,48,67,46,20,78,84,5,95,70,97,55,42,50,
HV,HV02593,14,22,25,26,71,2,44,79,53,36,36,13,31,57,30,94,59,23,81,29,37,73,41,72,
HV,HV02594,13,82,23,14,11,21,22,21,92,55,56,79,57,9,60,54,34,21,21,35,5,35,89,28,
HV,HV02595,80,100,80,21,15,98,12,10,12,100,11,71,10,10,30,31,26,21,62,61,98,77,94,4,
HV,HV02596,71,20,19,17,35,28,89,15,57,81,42,29,84,83,48,77,71,55,82,21,95,1,41,37,
HV,HV02597,77,44,12,75,28,97,31,8,9,75,81,27,7,98,41,49,34,75,86,43,82,49,96,7,
HV,HV02598,43,3,96,21,45,95,8,92,51,1,89,62,32,89,65,20,49,69,59,5,42,94,15,57,
HV,HV02599,72,60,80,2,91,82,24,45,40,83,92,51,80,99,32,64,23,77,51,40,56,73,79,37,
HV,HV02600,79,81,35,68,52,31,35,96,58,89,77,75,6,14,38,88,55,41,31,76,50,6,11,42,
HV,HV02601,22,80,41,66,11,9,94,49,65,22,7,26,0,87,52,9,76,73,51,45,95,33,25,96,
HV,HV02602,1,87,68,76,65,55,3,13,1,89,7,88,96,51,80,65,57,36,93,58,79,87,32,50,
HV,HV02603,16,29,35,87,35,41,37,4,64,87,7,9,31,12,68,2,72,47,4,77,7,28,32,21,
HV,HV02604,90,96,42,50,91,40,84,38,33,5,5,70,78,4,25,68,47,2,4,62,98,86,79,40,
HV,HV02605,34,83,59,63,89,47,53,68,95,35,32,62,90,71,2,78,4,61,31,94,56,44,97,75,
HV,HV02606,23,31,31,43,62,83,39,5,20,59,77,6,80,57,79,0,91,12,4,80,34,32,78,84,
HV,HV02607,14,57,82,94,33,97,26,29,46,9,16,51,50,58,65,96,63,20,66,7,98,19,55,77,
HV,HV02608,81,52,31,66,25,8,11,73,58,48,67,63,43,80,32,20,78,49,58,41,65,94,63,100,
HV,HV02609,22,79,51,91,73,61,90,63,16,96,5,49,80,84,51,75,79,16,14,32,91,53,3,31,
HV,HV02610,34,88,88,25,53,11,29,20,3,34,86,24,10,47,7,53,45,76,61,31,49,12,18,0,
HV,HV02611,92,13,45,14,96,76,5,95,19,8,2,14,4,20,80,1,36,70,70,44,15,64,24,83,
HV,HV02612,34,19,6,11,5,99,3,87,5,6,34,62,37,83,25,69,21,26,56,11,69,27,5,80,
HV,HV02613,54,36,94,7,63,51,50,1,61,38,12,97,69,6,34,70,17,6,90,46,15,99,10,70,
HV,HV02614,90,50,25,6,71,63,66,29,41,76,13,0,6,17,33,10,26,19,36,19,20,95,78,71,
HV,HV02615,99,67,82,51,1,79,90,73,72,84,78,76,82,32,53,70,88,65,45,54,62,37,31,3,
HV,HV02616,86,89,5,90,40,69,50,71,11,37,23,60,28,88,69,30,33,28,73,51,28,41,27,38,
HV,HV02617,19,67,82,4,76,19,50,73,88,93,2,77,62,24,91,33,72,30,76,64,84,55,94,55,
HV,HV02618,48,78,56,79,84,21,4,75,48,74,83,58,81,29,56,63,4,29,99,94,88,67,7,47,
HV,HV02619,76,37,86,27,73,26,73,21,78,98,21,49,6,37,86,48,11,94,6,17,73,61,62,96,
HV,HV02620,35,85,76,67,22,13,71,100,0,82,43,82,11,36,17,43,14,75,90,97,66,96,24,74,
HV,HV02621,25,12,71,65,12,81,81,78,62,8,26,58,67,65,62,70,90,3,54,27,18,18,40,26,
HV,HV02622,38,58,90,31,4,39,70,25,5,18,41,72,50,82,67,4,13,11,28,15,12,44,70,2,
HV,HV02623,64,71,80,90,62,70,99,91,74,10,9,66,10,85,94,98,25,16,21,37,70,38,81,91,
HV,HV02624,77,40,3,41,93,65,45,8,19,86,22,32,36,18,33,40,40,4,32,72,20,24,44,29,
HV,HV02625,34,78,37,27,15,84,36,39,28,44,93,10,55,62,24,48,43,23,99,28,45,73,15,9,
HV,HV02626,72,30,62,2,45,77,85,98,45,18,2,64,47,63,8,73,63,50,12,76,11,72,98,7,
HV,HV02627,87,60,5,62,60,68,26,29,2,22,26,77,25,94,86,27,38,58,10,4,73,93,85,95,
HV,HV02628,14,45,98,16,11,80,12,77,33,26,45,66,72,86,92,6,79,2,53,3,84,30,34,64,
HV,HV02629,0,74,99,87,50,60,98,75,25,99,85,14,38,36,66,34,32,19,58,45,30,97,39,83,
HV,HV02630,75,19,76,30,99,84,67,40,22,62,35,13,63,10,59,17,2,58,14,66,95,99,95,53,
HV,HV02631,27,13,92,29,49,2,60,76,50,75,39,18,100,96,71,91,70,94,84,26,62,99,46,73,
HV,HV02632,33,48,11,1,71,72,87,91,30,36,10,80,79,90,98,61,36,72,31,77,41,11,10,100,
HV,HV02633,66,86,5,53,32,100,48,8,92,41,15,57,94,28,76,80,79,89,34,7,0,40,79,14,
HV,HV02634,13,73,94,14,10,12,37,30,31,63,87,82,77,65,91,51,42,7,32,72,50,33,70,49,
HV,HV02635,84,31,33,49,19,88,5,14,23,62,39,82,65,100,25,40,99,1,92,14,3,68,90,46,
HV,HV02636,94,60,70,73,11,64,36,53,20,30,47,16,11,98,93,99,13,76,84,16,21,30,43,24,
HV,HV02637,41,9,62,32,57,20,61,13,74,77,93,95,76,99,58,94,42,83,54,82,73,45,85,96,
HV,HV02638,12,34,2,77,34,2,100,96,27,96,71,85,10,87,76,88,87,91,75,10,62,83,88,32,
HV,HV02639,24,66,74,95,30,42,95,7,67,10,66,49,28,90,65,50,27,13,16,17,23,97,21,93,
HV,HV02640,74,29,89,58,72,3,83,74,16,97,50,51,83,95,51,67,15,55,30,83,24,26,49,44,
HV,HV02641,44,99,31,19,69,83,78,65,87,67,61,33,52,98,98,62,9,61,80,28,66,25,33,86,
HV,HV02642,88,73,66,82,28,12,85,90,76,58,59,84,90,46,82,86,93,20,63,58,12,69,22,93,
HV,HV02643,79,47,11,57,14,35,58,9,48,28,23,66,84,34,44,51,36,78,4,43,94,81,78,93,
HV,HV02644,31,81,58,91,72,84,45,92,94,75,24,51,25,64,94,43,14,8,97,66,74,7,20,23,
HV,HV02645,71,40,95,65,87,1,15,50,23,11,19,95,45,79,1,36,58,33,18,66,4,99,4,41,
HV,HV02646,44,7,18,93,83,14,52,85,24,27,40,91,76,77,58,83,92,59,32,33,32,19,74,74,
HV,HV02647,65,32,51,21,48,17,45,21,79,37,14,20,64,22,32,77,71,25,85,45,27,23,95,67,
HV,HV02648,83,8,99,35,17,97,50,60,45,53,3,90,7,69,55,51,33,48,12,19,5,49,18,18,
HV,HV02649,6,55,32,78,89,47,41,76,13,28,49,71,65,89,77,77,44,51,66,50,60,88,45,15,
HV,HV02650,36,2,13,71,68,18,57,63,11,52,87,11,43,86,45,86,80,57,84,87,80,70,44,78,
HV,HV02651,91,49,30,75,61,59,18,99,89,86,25,35,62,60,37,47,72,19,65,82,95,45,80,22,
HV,HV02652,24,92,33,48,10,81,46,92,42,30,29,83,28,90,74,56,7,91,32,49,75,1,78,59,
HV,HV02653,78,79,20,36,19,68,15,82,96,94,44,90,2,33,3,32,41,27,61,14,59,44,55,0,
HV,HV02654,50,73,36,40,62,22,84,61,19,29,23,73,79,19,92,11,91,47,9,7,84,14,99,84,
HV,HV02655,47,61,54,31,69,23,77,56,45,24,44,14,46,17,19,64,94,12,72,30,84,74,25,58,
HV,HV02656,27,96,77,45,59,3,50,82,100,71,8,35,5,52,62,43,79,63,56,95,43,82,52,4,
HV,HV02657,4,85,63,40,45,53,43,27,25,35,3,33,12,31,34,10,46,13,30,40,25,79,7,51,
HV,HV02658,46,11,35,41,89,84,0,94,12,58,30,51,24,88,32,96,51,42,6,31,68,31,62,41,
HV,HV02659,56,27,24,53,44,11,98,44,11,16,74,48,54,66,82,50,65,1,68,75,37,90,92,96,
HV,HV02660,32,79,61,97,14,36,20,91,83,55,44,13,70,56,23,89,100,7,88,49,90,64,68,48,
HV,HV02661,29,65,20,62,13,91,68,8,86,68,5,77,8,89,16,46,65,7,13,65,60,97,42,16,
HV,HV02662,81,79,99,45,53,42,80,1,89,46,34,100,2,35,49,72,15,77,81,87,70,71,48,33,
HV,HV02663,10,18,12,97,2,25,37,60,76,95,57,66,38,41,49,60,23,86,31,58,49,46,48,11,
HV,HV02664,22,88,78,10,57,71,57,68,43,32,85,19,3,35,73,40,40,18,46,40,74,38,24,12,
HV,HV02665,87,31,67,70,68,99,71,60,11,88,95,98,49,50,98,17,17,88,22,57,41,94,100,18,
HV,HV02666,41,25,43,35,8,15,100,26,64,14,55,68,41,48,85,62,10,70,3,67,27,64,52,19,
HV,HV02667,86,65,43,51,3,90,72,64,90,36,77,12,100,74,18,4,58,74,61,32,81,24,31,4,
HV,HV02668,46,49,76,18,57,49,47,16,22,58,15,95,82,44,30,82,72,40,78,4,3,74,50,21,
HV,HV02669,58,97,55,33,20,32,66,27,49,37,93,3,66,34,23,66,89,76,63,29,43,63,2,54,
HV,HV02670,40,51,91,86,8,32,71,16,95,3,57,9,32,20,15,0,100,61,1,4,82,9,36,60,
HV,HV02671,21,92,97,54,44,75,74,6,12,82,14,4,68,57,51,76,33,8,9,67,38,43,25,36,
HV,HV02672,68,34,33,59,78,30,80,79,97,42,63,57,56,93,61,98,52,50,26,90,87,73,22,66,
HV,HV02673,16,29,5,41,14,74,16,43,38,13,4,95,36,43,63,46,16,26,32,83,73,91,29,41,
HV,HV02674,56,12,79,89,99,18,2,97,64,8,44,16,25,29,37,89,75,72,84,74,19,53,6,30,
HV,HV02675,44,80,59,76,79,30,83,50,61,1,60,58,10,73,98,21,10,58,8,93,61,94,15,92,
HV,HV02676,81,81,64,6,24,22,47,56,24,55,17,30,39,98,70,91,26,7,15,54,20,56,88,10,
HV,HV02677,56,98,86,15,29,21,60,44,3,20,16,21,87,78,32,23,39,51,75,70,19,67,20,34,
HV,HV02678,38,79,21,95,50,22,94,66,91,9,21,61,43,77,98,81,23,25,93,11,11,34,78,52,
HV,HV02679,11,53,59,40,96,20,18,33,52,78,42,81,97,65,100,25,11,65,54,92,80,69,89,21,
HV,HV02680,16,39,83,14,54,35,51,31,34,20,60,38,3,10,89,92,37,59,13,16,79,96,8,0,
HV,HV02681,31,25,61,67,46,75,50,37,27,54,74,63,40,78,11,55,60,64,48,51,63,6,9,1,
HV,HV02682,25,99,95,88,71,72,13,59,53,40,42,50,21,6,90,42,30,79,79,97,85,42,96,31,
HV,HV02683,11,67,71,96,40,42,14,48,73,21,43,43,90,7,65,13,68,22,31,37,69,94,84,39,
HV,HV02684,70,64,8,77,55,46,47,12,100,2,38,42,100,82,49,10,39,15,74,87,49,12,0,54,
HV,HV02685,55,69,83,19,53,96,45,20,13,37,92,29,24,84,20,54,15,59,78,3,21,54,21,55,
HV,HV02686,43,94,25,13,28,11,60,49,46,68,14,41,41,45,48,0,57,69,10,34,97,54,98,72,
HV,HV02687,33,97,98,27,64,31,2,19,41,41,90,26,86,99,14,100,48,71,14,57,58,90,96,54,
HV,HV02688,56,28,7,84,85,16,9,14,76,28,12,4,78,6,50,99,87,26,100,56,40,62,81,26,
HV,HV02689,1,83,7,18,63,6,11,14,70,18,74,90,35,29,98,9,49,13,87,38,64,50,22,78,
HV,HV02690,79,37,29,3,5,56,55,61,30,5,60,28,64,3,18,13,8,5,21,21,0,51,38,32,
HV,HV02691,41,70,61,99,87,17,93,93,82,5,69,71,25,97,49,3,89,30,86,64,84,23,42,81,
HV,HV02692,14,69,7,66,49,50,41,87,14,98,12,54,96,10,78,79,47,87,63,84,10,55,57,51,
HV,HV02693,58,39,7,11,6,69,44,98,4,25,30,37,95,73,74,25,37,53,6,9,49,14,19,42,
HV,HV02694,4,88,87,46,50,2,56,61,9,66,34,38,14,89,46,9,59,63,67,19,13,94,11,76,
HV,HV02695,29,59,59,81,94,24,59,82,69,80,95,84,56,43,23,14,14,33,44,60,14,65,36,27,
HV,HV02696,49,44,95,73,9,96,34,57,30,52,47,73,95,22,23,27,36,35,53,97,17,90,14,23,
HV,HV02697,51,46,17,44,90,99,65,90,61,1,12,90,95,63,28,100,2,86,2,48,78,61,80,0,
HV,HV02698,18,69,56,2,14,97,79,98,31,19,98,40,78,90,36,40,93,98,85,39,80,100,21,36,
HV,HV02699,97,45,36,39,91,44,84,47,89,51,39,53,0,34,20,4,37,13,21,80,90,87,65,43,
HV,HV02700,38,61,28,2,10,81,13,49,88,59,70,79,16,74,3,46,60,47,53,54,20,20,26,95,
HV,HV02701,80,2,7,12,48,57,67,88,52,66,28,56,42,61,53,55,87,8,20,90,12,91,64,92,
HV,HV02702,10,66,63,28,69,46,86,7,21,92,63,0,12,39,49,78,69,56,57,46,51,19,84,39,
HV,HV02703,29,71,88,5,38,100,28,6,100,76,35,5,71,23,69,61,84,0,80,74,32,32,83,51,
HV,HV02704,62,27,43,91,37,73,61,93,0,6,66,64,66,71,43,35,47,31,33,96,44,98,7,49,
HV,HV02705,73,69,73,9,28,51,13,67,63,21,17,66,17,54,82,74,48,64,47,16,77,66,42,12,
HV,HV02706,2,41,37,20,100,50,5,69,67,21,82,91,54,99,1,9,6,6,57,65,96,43,90,53,
HV,HV02707,28,70,63,75,20,73,4,14,92,86,40,28,15,96,69,62,65,13,36,89,71,59,57,67,
HV,HV02708,95,35,80,86,64,24,43,21,59,88,34,30,31,99,68,58,62,78,40,93,18,3,54,4,
HV,HV02709,60,45,88,100,86,64,32,3,74,49,27,4,27,21,77,97,4,73,58,31,0,53,27,61,
HV,HV02710,78,38,0,30,80,86,44,56,60,81,93,53,56,44,62,39,8,53,83,37,30,79,35,79,
HV,HV02711,37,72,51,19,57,68,40,70,71,80,40,81,51,91,99,21,18,68,5,36,86,19,22,87,
HV,HV02712,2,54,75,87,0,48,90,51,3,19,76,97,10,11,55,15,4,89,98,32,63,1,97,84,
HV,HV02713,94,91,17,46,19,12,40,9,60,2,4,6,0,59,30,24,43,67,40,18,56,27,11,94,
HV,HV02714,48,26,86,8,58,78,25,8,70,37,28,48,57,14,24,75,69,85,61,78,16,84,88,52,
HV,HV02715,92,17,89,78,41,33,97,98,67,56,27,30,94,75,93,60,49,22,48,74,16,83,66,59,
HV,HV02716,26,75,91,19,43,26,62,88,95,3,38,24,26,6,24,62,72,48,90,86,88,39,22,22,
HV,HV02717,1,93,2,91,21,87,48,45,11,34,58,45,27,11,78,2,19,53,57,47,24,13,73,33,
HV,HV02718,45,59,99,12,53,50,88,13,18,10,27,90,42,41,95,96,36,81,21,17,27,26,34,63,
HV,HV02719,15,46,40,47,48,58,36,83,44,58,79,61,17,39,51,72,4,61,6,31,81,9,30,43,
HV,HV02720,91,71,69,80,17,22,21,52,7,74,40,42,63,46,61,28,86,74,94,82,4,24,49,90,
HV,HV02721,77,56,9,49,14,6,11,87,36,79,89,36,3,60,4,38,25,18,37,29,71,42,14,9,
HV,HV02722,58,49,80,12,75,20,99,61,45,13,67,51,21,92,66,72,13,63,28,17,31,2,69,53,
HV,HV02723,54,61,31,26,77,36,64,86,17,25,60,11,10,27,42,44,51,57,83,5,32,63,25,73,
HV,HV02724,61,16,63,41,29,28,11,62,62,51,47,30,74,78,70,31,50,28,33,64,91,44,96,37,
HV,HV02725,30,7,5,42,53,10,60,34,39,96,86,8,25,99,58,37,7,16,15,47,21,19,12,7,
HV,HV02726,56,80,10,54,38,90,86,39,86,96,9,77,75,32,63,24,56,53,72,85,99,76,73,29,
HV,HV02727,6,87,78,24,80,0,18,59,76,8,64,63,83,94,79,57,76,26,59,44,1,73,79,27,
HV,HV02728,3,11,46,43,41,10,63,95,39,49,0,88,21,67,69,79,65,63,83,50,0,45,93,31,
HV,HV02729,63,8,33,29,32,30,61,69,97,57,92,67,83,28,53,21,19,3,62,56,46,84,91,97,
HV,HV02730,100,13,93,22,16,29,24,50,30,68,35,19,61,0,12,68,34,89,48,39,64,0,30,26,
HV,HV02731,65,18,1,11,16,15,51,83,45,33,10,61,37,62,23,89,5,47,35,65,100,53,29,86,
HV,HV02732,90,86,95,17,81,55,15,52,79,41,59,95,67,39,31,9,79,84,4,91,81,36,84,77,
HV,HV02733,84,7,1,79,95,82,16,32,23,8,66,39,69,72,62,21,5,49,42,86,20,54,77,8,
HV,HV02734,53,26,44,43,73,89,30,71,22,40,19,85,18,59,24,32,30,69,77,53,43,50,100,74,
HV,HV02735,6,55,13,97,81,4,75,88,64,84,75,29,57,27,9,78,67,41,14,53,63,23,35,92,
HV,HV02736,30,21,21,33,46,49,42,96,80,74,57,24,22,75,45,27,98,40,19,52,50,78,6,26,
HV,HV02737,30,8,0,99,50,4,63,18,60,100,1,29,79,64,21,26,58,23,64,76,56,81,7,50,
HV,HV02738,75,98,93,58,15,59,86,27,43,91,37,71,97,9,7,38,16,39,4,68,92,35,31,7,
HV,HV02739,37,36,58,81,33,42,38,66,1,6,72,27,12,9,42,56,54,53,3,80,44,1,91,93,
HV,HV02740,26,43,6,28,1,13,42,65,45,43,61,8,39,59,68,51,80,94,36,12,19,30,25,75,
HV,HV02741,5,71,16,69,66,45,97,55,53,94,48,31,96,56,27,70,90,3,88,11,26,4,53,53,
HV,HV02742,16,67,30,81,87,56,95,34,17,88,16,26,19,10,38,41,6,65,43,79,29,77,12,64,
HV,HV02743,7,7,70,54,43,63,56,15,88,51,71,81,41,6,43,72,62,57,95,60,17,44,68,8,
HV,HV02744,41,26,1,30,76,43,22,39,46,60,25,11,7,97,80,58,55,83,73,22,65,13,23,56,
HV,HV02745,93,42,5,100,59,21,33,69,92,37,41,95,29,13,92,7,47,20,32,5,89,15,57,95,
HV,HV02746,59,55,85,93,41,74,22,65,10,16,87,77,18,36,71,0,90,48,20,88,56,6,90,87,
